country,nuts3,region_name,layer,published,quota,deficit,candidate_id,candidate_name,rejected_by,rejected_detail
AL,AL011,Dibër,lake,,6,6,wd:Q120499178,Liqen i Rrasave,photo_gate,imgs_5
EE,EE008,Lõuna-Eesti,lake,,13,6,wd:Q6477161,Lake Nüpli,photo_gate,imgs_0
EE,EE008,Lõuna-Eesti,lake,,13,6,wd:Q211516,Võrtsjärv,floor_pool,score_5.3_below_5.4
EE,EE008,Lõuna-Eesti,lake,,13,6,wd:Q3738630,Lake Kubija,floor_pool,score_5.3_below_5.4
EE,EE008,Lõuna-Eesti,lake,,13,6,wd:Q6477470,Lake Raadi,floor_pool,score_5.2_below_5.4
EE,EE008,Lõuna-Eesti,lake,,13,6,wd:Q7133100,Pappjärv,floor_pool,score_5.2_below_5.4
EE,EE008,Lõuna-Eesti,lake,,13,6,wd:Q12377568,Lake Vanamõisa,floor_pool,score_5.2_below_5.4
IE,IE042,West,lake,,9,6,wd:Q1768048,Lough Mask,floor_pool,score_5.3_below_5.4
IE,IE042,West,lake,,9,6,wd:Q2746303,Lough Key,floor_pool,score_5.2_below_5.4
IE,IE042,West,lake,,9,6,wd:Q24196547,Lough Rea,floor_pool,score_4.9_below_5.4
IE,IE042,West,lake,,9,6,wd:Q949985,Lough Conn,floor_pool,score_4.8_below_5.4
IE,IE042,West,lake,,9,6,wd:Q1871364,Lough Carra,floor_pool,score_4.7_below_5.4
IE,IE042,West,lake,,9,6,wd:Q1045261,Carrowmore Lake,photo_gate,imgs_0
IS,IS001,Höfuðborgarsvæði,lake,,6,6,wd:Q1332555,Elliðavatn,floor_pool,score_4.7_below_5.4
IS,IS001,Höfuðborgarsvæði,lake,,6,6,wd:Q16424168,Rauðavatn,photo_gate,imgs_5
IS,IS001,Höfuðborgarsvæði,lake,,6,6,wd:Q27468402,Vífilsstaðavatn,score_gate,score_3.6_below_5.4
IS,IS001,Höfuðborgarsvæði,lake,,6,6,wd:Q97258621,Hvaleyrarvatn,score_gate,score_3.6_below_5.4
IS,IS001,Höfuðborgarsvæði,lake,,6,6,wd:Q38110900,Ástjörn,score_gate,score_3.6_below_5.4
IS,IS001,Höfuðborgarsvæði,lake,,6,6,wd:Q16420392,Bakkatjörn,photo_gate,imgs_5
MK,MK006,Pološki,lake,,8,6,wd:Q20934164,Големо Езеро,photo_gate,imgs_3
MK,MK006,Pološki,lake,,8,6,wd:Q20934163,Мало Езеро,photo_gate,imgs_3
MK,MK006,Pološki,lake,,8,6,wd:Q110738739,Бозовачко Eзеро,photo_gate,imgs_1
MK,MK006,Pološki,lake,,8,6,wd:Q20570572,Krivošijsko Lake,photo_gate,imgs_3
MK,MK006,Pološki,lake,,8,6,wd:Q85987495,Малокорапско Езеро,photo_gate,imgs_5
MK,MK006,Pološki,lake,,8,6,wd:Q20565710,Upper Dobrošte Lake,photo_gate,imgs_1
RO,RO321,Bucureşti,lake,,6,6,wd:Q2747597,Lake Herăstrău,floor_pool,score_4.9_below_5.4
RO,RO321,Bucureşti,lake,,6,6,wd:Q24066105,Lake Văcărești,floor_pool,score_4.9_below_5.4
RO,RO321,Bucureşti,lake,,6,6,wd:Q3214882,Lake Floreasca,floor_pool,score_4.9_below_5.4
RO,RO321,Bucureşti,lake,,6,6,wd:Q3214894,Lake Fundeni,floor_pool,score_4.8_below_5.4
RO,RO321,Bucureşti,lake,,6,6,wd:Q13224702,Lake Plumbuita,floor_pool,score_4.8_below_5.4
RO,RO321,Bucureşti,lake,,6,6,wd:Q12731889,Lake Tei,floor_pool,score_4.8_below_5.4
GB,TLM02,"Perth and Kinross, and Stirling",lake,,6,6,wd:Q2266807,Loch Leven,floor_pool,score_4.9_below_5.4
GB,TLM02,"Perth and Kinross, and Stirling",lake,,6,6,wd:Q1549069,Loch Earn,floor_pool,score_4.3_below_5.4
GB,TLM02,"Perth and Kinross, and Stirling",lake,,6,6,wd:Q1867269,Loch Katrine,floor_pool,score_4.1_below_5.4
GB,TLM02,"Perth and Kinross, and Stirling",lake,,6,6,wd:Q943839,Loch Rannoch,floor_pool,score_4.1_below_5.4
GB,TLM02,"Perth and Kinross, and Stirling",lake,,6,6,wd:Q1801121,Lake of Menteith,floor_pool,score_4.1_below_5.4
GB,TLM02,"Perth and Kinross, and Stirling",lake,,6,6,wd:Q952329,Loch Chon,floor_pool,score_4.1_below_5.4
AL,AL021,Elbasan,lake,,6,5,wd:Q22002512,Liqeni i Rajces,photo_gate,imgs_1
AL,AL021,Elbasan,lake,,6,5,wd:Q22005029,Liqeni i Dushkut,floor_pool,score_4.8_below_5.4
AL,AL021,Elbasan,lake,,6,5,wd:Q22007831,Liqeni i Zavalines,photo_gate,imgs_0
AL,AL021,Elbasan,lake,,6,5,wd:Q22012223,Liqeni i Belshit,floor_pool,score_4.3_below_5.4
AL,AL021,Elbasan,lake,,6,5,wd:Q22007647,Liqeni i Zhurit,photo_gate,imgs_4
AL,AL035,Vlorë,lake,,7,5,wd:Q22008293,Pasha Liman,photo_gate,imgs_0
AL,AL035,Vlorë,lake,,7,5,wd:Q22008294,Liqeni i Pasha-limanit,photo_gate,imgs_0
AL,AL035,Vlorë,lake,,7,5,wd:Q22012212,Bashamat,photo_gate,imgs_0
AL,AL035,Vlorë,lake,,7,5,wd:Q22008285,Pylli i Pallorengut,photo_gate,imgs_4
AL,AL035,Vlorë,lake,,7,5,wd:Q114830798,Lake Bufi,photo_gate,imgs_5
LV,LV00C,Vidzeme,lake,,7,5,wd:Q11046848,Lake Väike-Palkna,score_gate,score_3.8_below_5.4
LV,LV00C,Vidzeme,lake,,7,5,wd:Q6112816,Alauksts,photo_gate,imgs_5
LV,LV00C,Vidzeme,lake,,7,5,wd:Q15218994,Inesis,floor_pool,score_5.0_below_5.4
LV,LV00C,Vidzeme,lake,,7,5,wd:Q49304108,Limbažu Lielezers,floor_pool,score_5.0_below_5.4
LV,LV00C,Vidzeme,lake,,7,5,wd:Q15218610,Augstrozes Lielezers,floor_pool,score_5.0_below_5.4
MK,MK003,Jugozapaden,lake,,7,5,wd:Q1181386,Debar Lake,floor_pool,score_5.0_below_5.4
MK,MK003,Jugozapaden,lake,,7,5,wd:Q20943211,Лабунишко Езеро,photo_gate,imgs_5
MK,MK003,Jugozapaden,lake,,7,5,wd:Q20943212,Локва,photo_gate,imgs_5
MK,MK003,Jugozapaden,lake,,7,5,wd:Q20943223,Подгоречко Езеро,photo_gate,imgs_5
MK,MK003,Jugozapaden,lake,,7,5,wd:Q1280860,Kozjak Lake,floor_pool,score_4.5_below_5.4
ME,ME000,Crna Gora,lake,,7,5,wd:Q1293440,Lake Visitor,photo_gate,imgs_0
ME,ME000,Crna Gora,lake,,7,5,wd:Q1811764,Trnovačko Lake,floor_pool,score_5.1_below_5.4
ME,ME000,Crna Gora,lake,,7,5,wd:Q1256107,Lake Plav,floor_pool,score_5.0_below_5.4
ME,ME000,Crna Gora,lake,,7,5,wd:Q136080704,Vražje Lake,floor_pool,score_4.9_below_5.4
ME,ME000,Crna Gora,lake,,7,5,wd:Q2097502,Lake Piva,floor_pool,score_4.8_below_5.4
MK,MK001,Vardarski,lake,,5,5,wd:Q50427672,Moklište Lake,photo_gate,imgs_5
MK,MK001,Vardarski,lake,,5,5,wd:Q20935661,Моклишко Езеро,photo_gate,imgs_1
MK,MK001,Vardarski,lake,,5,5,wd:Q12908121,Лисиче,photo_gate,imgs_3
MK,MK001,Vardarski,lake,,5,5,wd:Q3086506,Tikveš Lake,floor_pool,score_4.2_below_5.4
MK,MK001,Vardarski,lake,,5,5,wd:Q12908695,Lake Mladost,floor_pool,score_4.1_below_5.4
HU,HU323,Szabolcs-Szatmár-Bereg,lake,,5,5,wd:Q26229207,Morotva,photo_gate,imgs_5
HU,HU323,Szabolcs-Szatmár-Bereg,lake,,5,5,wd:Q26228642,Solymos-tó,photo_gate,imgs_5
HU,HU323,Szabolcs-Szatmár-Bereg,lake,,5,5,wd:Q1321615,Tiszavasvári Fehér-szik Természetvédelmi Terület,floor_pool,score_4.8_below_5.4
HU,HU323,Szabolcs-Szatmár-Bereg,lake,,5,5,wd:Q26228665,Sós-tó,floor_pool,score_4.6_below_5.4
HU,HU323,Szabolcs-Szatmár-Bereg,lake,,5,5,wd:Q26228551,Rádi-tó,photo_gate,imgs_5
NO,NO085,Buskerud,lake,,5,5,wd:Q696445,Tyrifjorden,floor_pool,score_5.1_below_5.4
NO,NO085,Buskerud,lake,,5,5,wd:Q1772375,Stolsvatnet,floor_pool,score_4.9_below_5.4
NO,NO085,Buskerud,lake,,5,5,wd:Q4590459,Vavatn,floor_pool,score_4.9_below_5.4
NO,NO085,Buskerud,lake,,5,5,wd:Q1772674,Halnefjorden,floor_pool,score_4.8_below_5.4
NO,NO085,Buskerud,lake,,5,5,wd:Q4590021,Norefjorden,floor_pool,score_4.7_below_5.4
RS,RS127,Sremska oblast,lake,,5,5,wd:Q3444519,Zasavica,floor_pool,score_4.7_below_5.4
RS,RS127,Sremska oblast,lake,,5,5,wd:Q31182634,Бешеновачко језеро,photo_gate,imgs_4
RS,RS127,Sremska oblast,lake,,5,5,wd:Q31182625,Бурје,photo_gate,imgs_3
RS,RS127,Sremska oblast,lake,,5,5,wd:Q15990616,Borkovac,floor_pool,score_4.0_below_5.4
RS,RS127,Sremska oblast,lake,,5,5,wd:Q31182621,Sot Lake,score_gate,score_3.9_below_5.4
RO,RO225,Tulcea,lake,,5,5,wd:Q18541222,Babadag,photo_gate,imgs_0
RO,RO225,Tulcea,lake,,5,5,wd:Q2349738,Lake Razelm,photo_gate,imgs_1
RO,RO225,Tulcea,lake,,5,5,wd:Q14947829,Grindul și Lacul Răducu,photo_gate,imgs_1
RO,RO225,Tulcea,lake,,5,5,wd:Q35721723,Lacul Furtuna,floor_pool,score_4.4_below_5.4
RO,RO225,Tulcea,lake,,5,5,wd:Q30592727,Lake Golovița,photo_gate,imgs_0
SI,SI032,Podravska,lake,,5,5,wd:Q3395306,Lake Ptuj,floor_pool,score_4.5_below_5.4
SI,SI032,Podravska,lake,,5,5,wd:Q12795690,Lake Maribor,floor_pool,score_4.2_below_5.4
SI,SI032,Podravska,lake,,5,5,wd:Q12807037,Black Lake,floor_pool,score_4.1_below_5.4
SI,SI032,Podravska,lake,,5,5,wd:Q31904315,Ptujsko Jezero,photo_gate,imgs_5
SI,SI032,Podravska,lake,,5,5,wd:Q10858353,Lovrenc Lakes,score_gate,score_3.9_below_5.4
SI,SI038,Primorsko-notranjska,lake,,6,5,wd:Q19932854,Lake Bloke,floor_pool,score_4.0_below_5.4
SI,SI038,Primorsko-notranjska,lake,,6,5,wd:Q90776977,Jeredovce,photo_gate,imgs_3
SI,SI038,Primorsko-notranjska,lake,,6,5,wd:Q97215949,Krajnikov dol,photo_gate,imgs_4
SI,SI038,Primorsko-notranjska,lake,,6,5,wd:Q19932508,Lake Klivnik,score_gate,score_3.7_below_5.4
SI,SI038,Primorsko-notranjska,lake,,6,5,wd:Q12796983,Mola,score_gate,score_3.7_below_5.4
GB,TLD13,Cumberland,lake,,6,5,wd:Q5287202,Dock Tarn,photo_gate,imgs_0
GB,TLD13,Cumberland,lake,,6,5,wd:Q5267648,Devoke Water,floor_pool,score_5.0_below_5.4
GB,TLD13,Cumberland,lake,,6,5,wd:Q1018122,Buttermere,floor_pool,score_4.7_below_5.4
GB,TLD13,Cumberland,lake,,6,5,wd:Q514635,Wast Water,floor_pool,score_4.7_below_5.4
GB,TLD13,Cumberland,lake,,6,5,wd:Q883285,Bleaberry Tarn,floor_pool,score_4.7_below_5.4
GB,TLD14,Westmorland and Furness,lake,,6,5,wd:Q990827,Brothers Water,floor_pool,score_4.8_below_5.4
GB,TLD14,Westmorland and Furness,lake,,6,5,wd:Q7305159,Red Tarn,photo_gate,imgs_5
GB,TLD14,Westmorland and Furness,lake,,6,5,wd:Q1591929,Hayeswater,floor_pool,score_4.6_below_5.4
GB,TLD14,Westmorland and Furness,lake,,6,5,wd:Q390370,Windermere,floor_pool,score_4.5_below_5.4
GB,TLD14,Westmorland and Furness,lake,,6,5,wd:Q1543485,Grasmere,floor_pool,score_4.3_below_5.4
GB,TLM20,Highlands and Islands,lake,,8,5,wd:Q49650,Loch Ness,floor_pool,score_5.3_below_5.4
GB,TLM20,Highlands and Islands,lake,,8,5,wd:Q1967626,Loch Morlich,floor_pool,score_5.3_below_5.4
GB,TLM20,Highlands and Islands,lake,,8,5,wd:Q1867229,Loch Arkaig,floor_pool,score_5.2_below_5.4
GB,TLM20,Highlands and Islands,lake,,8,5,wd:Q1310646,Loch Maree,floor_pool,score_5.0_below_5.4
GB,TLM20,Highlands and Islands,lake,,8,5,wd:Q1144481,Loch Insh,floor_pool,score_4.8_below_5.4
AL,AL012,Durrës,lake,,4,4,wd:Q22012247,Keneta e Bishtarakes,photo_gate,imgs_0
AL,AL012,Durrës,lake,,4,4,wd:Q22012374,Keneta e Durresit,photo_gate,imgs_0
AL,AL012,Durrës,lake,,4,4,wd:Q22012249,Laguna e Bishtarakes,photo_gate,imgs_0
AL,AL012,Durrës,lake,,4,4,wd:Q22009545,Pylli i Gramzes,photo_gate,imgs_0
AL,AL032,Fier,lake,,5,4,wd:Q22009607,Godulla e Karavastase,photo_gate,imgs_0
AL,AL032,Fier,lake,,5,4,wd:Q22009609,Liqeni i Karavastase,photo_gate,imgs_0
AL,AL032,Fier,lake,,5,4,wd:Q22007539,Ujembledhesi i Thanes,photo_gate,imgs_0
AL,AL032,Fier,lake,,5,4,wd:Q22009554,Ujembledhesi i Greshices,photo_gate,imgs_1
AL,AL034,Korcë,lake,,4,4,wd:Q22005382,Keneta e Maliqit,photo_gate,imgs_0
AL,AL034,Korcë,lake,,4,4,wd:Q132177937,Lake Neuron,floor_pool,score_4.4_below_5.4
AL,AL034,Korcë,lake,,4,4,wd:Q16328245,Lake Maliq,photo_gate,imgs_0
AL,AL034,Korcë,lake,,4,4,wd:Q132726163,Moglicë Reservoir,floor_pool,score_4.0_below_5.4
AL,AL022,Tiranë,lake,,4,4,wd:Q22009774,Ujembledhesi i Manskurise,photo_gate,imgs_3
AL,AL022,Tiranë,lake,,4,4,wd:Q895359,Bovilla reservoir,floor_pool,score_4.8_below_5.4
AL,AL022,Tiranë,lake,,4,4,wd:Q9258041,Lake Farka,floor_pool,score_4.4_below_5.4
AL,AL022,Tiranë,lake,,4,4,wd:Q22011884,Tirana Artificial Lake,floor_pool,score_4.3_below_5.4
CY,CY000,Kýpros,lake,,8,4,wd:Q61740181,Λίμνη Ορόκλινης,photo_gate,imgs_5
CY,CY000,Kýpros,lake,,8,4,wd:Q113153928,Athalassa Lake,floor_pool,score_4.8_below_5.4
CY,CY000,Kýpros,lake,,8,4,wd:Q12880040,Λίμνη Παραλιμνίου,photo_gate,imgs_2
CY,CY000,Kýpros,lake,,8,4,wd:Q82523478,Kalopanagiotis Reservoir,photo_gate,imgs_0
GR,EL632,Achaia,lake,,4,4,wd:Q109301707,Asteri Lake,floor_pool,score_5.2_below_5.4
GR,EL632,Achaia,lake,,4,4,wd:Q15057232,Tsivlou lake,floor_pool,score_4.8_below_5.4
GR,EL632,Achaia,lake,,4,4,wd:Q12880047,Prókopos,photo_gate,imgs_5
GR,EL632,Achaia,lake,,4,4,wd:Q15057228,Papas Lagoon,floor_pool,score_4.6_below_5.4
GR,EL541,"Arta, Preveza",lake,,4,4,wd:Q2106785,Pournari lake,photo_gate,imgs_1
GR,EL541,"Arta, Preveza",lake,,4,4,wd:Q15057373,Louros reservoir,photo_gate,imgs_5
GR,EL541,"Arta, Preveza",lake,,4,4,wd:Q25094300,Pogonitsa,floor_pool,score_4.6_below_5.4
GR,EL541,"Arta, Preveza",lake,,4,4,wd:Q12880039,Lake Ziros,floor_pool,score_4.5_below_5.4
EE,EE001,Põhja-Eesti,lake,,7,4,wd:Q3449214,Ahvenajärv,photo_gate,imgs_5
EE,EE001,Põhja-Eesti,lake,,7,4,wd:Q18626600,Lake Urbukse,floor_pool,score_4.8_below_5.4
EE,EE001,Põhja-Eesti,lake,,7,4,wd:Q12372937,Lake Purgatsi,floor_pool,score_4.8_below_5.4
EE,EE001,Põhja-Eesti,lake,,7,4,wd:Q12371021,Nikerjärv,floor_pool,score_4.8_below_5.4
HU,HU232,Somogy,lake,,4,4,wd:Q26231849,Öreg-tó,photo_gate,imgs_0
HU,HU232,Somogy,lake,,4,4,wd:Q51332506,Kotró,photo_gate,imgs_1
HU,HU232,Somogy,lake,,4,4,wd:Q904268,Lake Deseda,floor_pool,score_4.9_below_5.4
HU,HU232,Somogy,lake,,4,4,wd:Q12627551,Lake Baláta,floor_pool,score_4.7_below_5.4
HR,HR062,Varaždinska županija,lake,,4,4,wd:Q4103545,Lake Varaždin,photo_gate,imgs_1
HR,HR062,Varaždinska županija,lake,,4,4,wd:Q124364510,Motičnjak,photo_gate,imgs_1
HR,HR062,Varaždinska županija,lake,,4,4,wd:Q820542,Lake Dubrava,floor_pool,score_5.1_below_5.4
HR,HR062,Varaždinska županija,lake,,4,4,wd:Q26224786,Lake Ormož,floor_pool,score_5.0_below_5.4
HR,HR063,Koprivničko-križevačka županija,lake,,5,4,wd:Q8082839,Šoderica,floor_pool,score_4.8_below_5.4
HR,HR063,Koprivničko-križevačka županija,lake,,5,4,wd:Q136760356,Jablanje,photo_gate,imgs_5
HR,HR063,Koprivničko-križevačka županija,lake,,5,4,wd:Q131323269,Ribnjak,floor_pool,score_4.5_below_5.4
HR,HR063,Koprivničko-križevačka županija,lake,,5,4,wd:Q131314058,Gornje Ledine,floor_pool,score_4.4_below_5.4
HR,HR024,Brodsko-posavska županija,lake,,4,4,wd:Q7178471,Petnja,floor_pool,score_5.2_below_5.4
HR,HR024,Brodsko-posavska županija,lake,,4,4,wd:Q112121007,Bačica,photo_gate,imgs_0
HR,HR024,Brodsko-posavska županija,lake,,4,4,wd:Q26223213,Sinokosno,photo_gate,imgs_0
HR,HR024,Brodsko-posavska županija,lake,,4,4,wd:Q25302087,Jezero Petnja,photo_gate,imgs_0
MK,MK004,Jugoistočen,lake,,6,4,wd:Q25553764,Мантово,photo_gate,imgs_5
MK,MK004,Jugoistočen,lake,,6,4,wd:Q12906324,Selemli Lake,photo_gate,imgs_5
MK,MK004,Jugoistočen,lake,,6,4,wd:Q11058229,Водоча,photo_gate,imgs_5
MK,MK004,Jugoistočen,lake,,6,4,wd:Q24192538,Konče Lakes,photo_gate,imgs_5
MK,MK002,Istočen,lake,,4,4,wd:Q3089331,Berovo Lake,floor_pool,score_5.3_below_5.4
MK,MK002,Istočen,lake,,4,4,wd:Q63157998,Kundino Lake,photo_gate,imgs_5
MK,MK002,Istočen,lake,,4,4,wd:Q20932221,Калиманско Езеро,photo_gate,imgs_5
MK,MK002,Istočen,lake,,4,4,wd:Q20933989,Беровско Езеро,photo_gate,imgs_5
IE,IE051,Mid-West ,lake,,5,4,wd:Q61676998,Ballyallia Lake,photo_gate,imgs_0
IE,IE051,Mid-West ,lake,,5,4,wd:Q604502,Lough Gur,floor_pool,score_4.7_below_5.4
IE,IE051,Mid-West ,lake,,5,4,wd:Q24196568,Lough Bunny,floor_pool,score_4.3_below_5.4
IE,IE051,Mid-West ,lake,,5,4,wd:Q24196580,Lough Cullaun,photo_gate,imgs_0
IE,IE053,South-West ,lake,,6,4,wd:Q25238257,Lough Gill,floor_pool,score_4.9_below_5.4
IE,IE053,South-West ,lake,,6,4,wd:Q16894327,Lough Mahon,floor_pool,score_4.8_below_5.4
IE,IE053,South-West ,lake,,6,4,wd:Q6686106,Lough Currane,floor_pool,score_4.3_below_5.4
IE,IE053,South-West ,lake,,6,4,wd:Q22084164,Muckross Lake,floor_pool,score_4.2_below_5.4
IE,IE062,Mid-East,lake,,4,4,wd:Q3074707,Lough Tay,floor_pool,score_4.9_below_5.4
IE,IE062,Mid-East,lake,,4,4,wd:Q27588512,Glendalough Upper Lake,floor_pool,score_4.6_below_5.4
IE,IE062,Mid-East,lake,,4,4,wd:Q287141,Lough Dan,floor_pool,score_4.6_below_5.4
IE,IE062,Mid-East,lake,,4,4,wd:Q33227010,Art's Lough,floor_pool,score_4.6_below_5.4
HU,HU333,Csongrád-Csanád,lake,,5,4,wd:Q942033,Lake Fehér,floor_pool,score_5.3_below_5.4
HU,HU333,Csongrád-Csanád,lake,,5,4,wd:Q26231414,Sáros-szék,photo_gate,imgs_0
HU,HU333,Csongrád-Csanád,lake,,5,4,wd:Q1473625,Őszeszéki-tó,photo_gate,imgs_4
HU,HU333,Csongrád-Csanád,lake,,5,4,wd:Q20439415,Gátéri Fehér-tó,photo_gate,imgs_0
NO,NO092,Agder,lake,,4,4,wd:Q1519876,Rosskreppfjorden,floor_pool,score_5.0_below_5.4
NO,NO092,Agder,lake,,4,4,wd:Q1478768,Vegår,floor_pool,score_4.3_below_5.4
NO,NO092,Agder,lake,,4,4,wd:Q1772746,Åraksfjorden,photo_gate,imgs_5
NO,NO092,Agder,lake,,4,4,wd:Q6514173,Syndle,floor_pool,score_4.2_below_5.4
NO,NO083,Østfold,lake,,4,4,wd:Q3356657,Vansjø,photo_gate,imgs_5
NO,NO083,Østfold,lake,,4,4,wd:Q6515479,Vestvannet,floor_pool,score_4.1_below_5.4
NO,NO083,Østfold,lake,,4,4,wd:Q1772611,Mingevannet,photo_gate,imgs_0
NO,NO083,Østfold,lake,,4,4,wd:Q1772826,Rødenessjøen,score_gate,score_3.9_below_5.4
NO,NO084,Akershus,lake,,4,4,wd:Q317277,Øyeren,floor_pool,score_4.9_below_5.4
NO,NO084,Akershus,lake,,4,4,wd:Q6514268,Setten,floor_pool,score_4.3_below_5.4
NO,NO084,Akershus,lake,,4,4,wd:Q6516096,Øgderen,floor_pool,score_4.2_below_5.4
NO,NO084,Akershus,lake,,4,4,wd:Q945079,Hurdalssjøen,floor_pool,score_4.0_below_5.4
NO,NO060,Trøndelag/Trööndelage,lake,,4,4,wd:Q1234569,Tunnsjøen,floor_pool,score_4.8_below_5.4
NO,NO060,Trøndelag/Trööndelage,lake,,4,4,wd:Q777416,Aursund,floor_pool,score_4.7_below_5.4
NO,NO060,Trøndelag/Trööndelage,lake,,4,4,wd:Q1777782,Snåsavatnet,floor_pool,score_4.7_below_5.4
NO,NO060,Trøndelag/Trööndelage,lake,,4,4,wd:Q1170078,Selbusjøen,floor_pool,score_4.1_below_5.4
NO,NO071,Nordland/Nordlánnda,lake,,5,4,wd:Q1772671,Gresvatnet,photo_gate,imgs_1
NO,NO071,Nordland/Nordlánnda,lake,,5,4,wd:Q307594,Överuman,photo_gate,imgs_5
NO,NO071,Nordland/Nordlánnda,lake,,5,4,wd:Q6515124,Vuolep Sårjåsjávrre,floor_pool,score_4.6_below_5.4
NO,NO071,Nordland/Nordlánnda,lake,,5,4,wd:Q1352298,Røssvatnet,floor_pool,score_4.3_below_5.4
MK,MK005,Pelagoniski,lake,,7,4,wd:Q12880819,Great Prespa,photo_gate,imgs_3
MK,MK005,Pelagoniski,lake,,7,4,wd:Q64547779,Dimitrovo Lake,photo_gate,imgs_5
MK,MK005,Pelagoniski,lake,,7,4,wd:Q64518352,Orlovi Bari,photo_gate,imgs_5
MK,MK005,Pelagoniski,lake,,7,4,wd:Q12880819,Great Prespa,photo_gate,imgs_4
MK,MK007,Severoistočen,lake,,4,4,wd:Q114964741,Кнежевско Езеро,photo_gate,imgs_5
MK,MK007,Severoistočen,lake,,4,4,wd:Q3215447,Глажња (езеро),photo_gate,imgs_0
MK,MK007,Severoistočen,lake,,4,4,wd:Q3134325,Липковско Езеро,photo_gate,imgs_0
MK,MK007,Severoistočen,lake,,4,4,wd:Q20933105,Глажњанско Езеро,photo_gate,imgs_0
RO,RO322,Ilfov,lake,,4,4,wd:Q3107107,Lake Snagov,floor_pool,score_5.3_below_5.4
RO,RO322,Ilfov,lake,,4,4,wd:Q3214854,Lake Dâmbovița,photo_gate,imgs_2
RO,RO322,Ilfov,lake,,4,4,wd:Q12731843,Lake Buftea,floor_pool,score_4.3_below_5.4
RO,RO322,Ilfov,lake,,4,4,wd:Q18541229,Lake Căldărușani,floor_pool,score_4.2_below_5.4
RS,RS110,City of Belgrade,lake,,5,4,wd:Q7348622,Veliki Galijaš,floor_pool,score_5.2_below_5.4
RS,RS110,City of Belgrade,lake,,5,4,wd:Q12748082,Ада Сафари,photo_gate,imgs_5
RS,RS110,City of Belgrade,lake,,5,4,wd:Q29976844,Veliko Blato,floor_pool,score_4.8_below_5.4
RS,RS110,City of Belgrade,lake,,5,4,wd:Q12758519,Savsko Lake,photo_gate,imgs_5
RO,RO126,Sibiu,lake,,5,4,wd:Q4829457,Avrig Lake,photo_gate,imgs_5
